"Title","Version","Course ID",
"FA and FM Maintenance of Qualification","1.0","FA-FM-REFRESHER",
"FA and FM Maintenance of Qualification","1.0","FA/FM-REFRESHER",
"Facilitating Virtual Training Using Skype for Business","1.0","TD-1052",
"Facility Authority (FA) and FA Designate - Qualification","1.0","FA-QUAL",
"Facility Authorization","1.0","Z2R-102",
"Facility Authorization for the Operation of MPF","1.0","MPF-00583-FA-01",
"Facility Criticality Safety - MLD","1.0","NRU-510200-M-02",
"Facility Manager (FM) and FM Designate - Qualification","1.0","FM-QUAL",
"Fact Finding","1.0","OPEX-1004",
"FAST Lab - Safe Work Practices for Machining Processes in B405, Lab 207","1.0","RD-5001",
"FD and ER Integrated Work Control","1.0","FD-3019",
"Federal Committees and Representatives Training (Cost Course)","1.0","OSH-9026",
"FERG Accountability and Staging","1.0","FIRE-3033-CRL",
"FERG Decontamination, Rehabilitation Management and Set-Up","1.0","FIRE-3034-CRL",
"FERG Radio Communications","1.0","FIRE-3035-CRL",
"FERG Scribe","1.0","FIRE-3037-CRL",
"Field Observation and Coaching Fundamentals","1.0","HU-1006",
"Filing Formal Correspondence","1.0","IT-1033",
"Financial Delegation Of Authority","1","FIN-1004-ONLINE",
"Financial Delegation Of Authority","1.0","FIN-1004-ONLINE",
"Fire Alarm Control Panel (Cost Course)","1","OSH-9116",
"Fire Alarm Control Panel (Cost Course)","1.0","OSH-9116",
"Fire and Scene Lighting","1.0","FIRE-1193-CRL",
"Firearms Authorised Verifier","1.0","SECU-3002",
"Firearms Refresher Training","1.0","SECU-2041",
"Fire Behaviour","1.0","FIRE-1038-CRL",
"Fire Confined Space Entry - Orientation","1.0","FIRE-1008-CRL",
"Fire Control - Combating Ground Fires Theory","1.0","FIRE-1046-CRL",
"Fire Control - Deploying Master Stream Devices Theory","1.0","FIRE-1041-CRL",
"Fire Control Practical (Skills 1 to 6)","1.0","FIRE-3039-CRL",
"Fire Control Practical (Skills 7 to 12)","1.0","FIRE-3040-CRL",
"Fire Control - Supporting Fire Protection Systems at Protected Structures Theory","1.0","FIRE-1040-CRL",
"Fire Control - Suppressing Class C Fires Theory","1.0","FIRE-1042-CRL",
"Fire Control - Suppressing Fires in Other Class A Materials Theory","1.0","FIRE-1045-CRL",
"Fire Control - Suppressing Structure Fires Theory","1.0","FIRE-1039-CRL",
"Fire Control - Suppressing Vehicle Fires Theory","1.0","FIRE-1044-CRL",
"Fire Control - Theory: Suppressing Class D Fires Theory","1.0","FIRE-1043-CRL",
"Fire Extinguisher Practical","1.0","FIRE-3001",
"Firefighter Safety and Health","1.0","FIRE-1060-CRL",
"Fire Hazards in Oxygen Systems (Cost Course)","1","OSH-9117-ONLINE",
"Fire Hazards in Oxygen Systems (Cost Course)","1.0","OSH-9117-ONLINE",
"Fire Hose Practical - Advancing Hose Lines (Skills 14 to 21)","1.0","FIRE-3052-CRL",
"Fire Hose Practical - Basic Hose Loads and Finishes (Skills 5 to 8)","1.0","FIRE-3048-CRL",
"Fire Hose Practical - Handling Hose (Skills 1 to 4)","1.0","FIRE-3051-CRL",
"Fire Hose Practical - Hose Testing and Drying","1.0","FIRE-3054-CRL",
"Fire Hose Practical - Operating Hose Lines (Skills 22 to 27)","1.0","FIRE-3053-CRL",
"Fire Hose Practical - Pre-connected Hose Loads (Skills 9 to 11)","1.0","FIRE-3049-CRL",
"Fire Hose Practical - Supply Hose Lays (Skills 12 and 13)","1.0","FIRE-3050-CRL",
"Fire Hose Theory","1.0","FIRE-1048-CRL",
"Fire Officer Professional 1 (Cost Course)","1.0","FIRE-9001-CRL",
"Fire Prevention","4.5","FIRE-1001-ONLINE",
"Fire Prevention","4.6","FIRE-1001-ONLINE",
"Fire Prevention","4.7","FIRE-1001-ONLINE",
"Fire Prevention and Extinguisher Training","1.0","FIRE-1001",
"Fire Protection and Water System for WLSF","1.0","WLSF-MLD-010",
"Fire Protection Systems","1.0","FIRE-1055-CRL",
"Fire Safety of Oxygen System Training","1","FIRE-9019-ONLINE",
"Fire Safety of Oxygen System Training","1.0","FIRE-9019-ONLINE",
"Fire Stream Practical - Fire Stream Patterns and Nozzles","1.0","FIRE-3057-CRL",
"Fire Stream Practical - Operating and Maintaining Handlines","1.0","FIRE-3058-CRL",
"Fire Stream Theory","1.0","FIRE-1057-CRL",
"Fire Systems and Sprinkler Basics","1","OSH-9114",
"Fire Systems and Sprinkler Basics","1.0","OSH-9114",
"First Aid CPR C with AED - Blended In Class","1.0","OSH-3020",
"First Aid Instructor Re-certification (Red Cross)","1.0","OSH-2037",
"First Aid Instructor Training - First Aid Content","1.0","OSH-1037-C",
"First Aid Instructor Training - Fundamentals of Instruction","1.0","OSH-1037-B",
"First Aid Instructor Training - Skills evaluation","1.0","OSH-1037-A",
"First Aid Standard and Defibrillation","1.0","OSH-1020",
"First Aid Standard and Defibrillation WL","1.0","ODT-573-WL",
"First Aid Standard, CPR, AED Recertification","1.0","OSH-2020-A",
"Fissionable Material Management","1.0","WLSF-MLD-013",
"Fissionable Materials Accounting","1.0","NMMS-1001",
"FISST and FISST L-E Refresher Training Verification","1.0","MPF-163000-O-12",
"FISST System Principles","1.0","MPF-CT-001",
"Fitness for Duty","1","HR-1003-ONLINE",
"Fitness for Duty","1.0","HR-1003-ONLINE",
"Fitness for Duty - Breath Alcohol Technician Training (Cost Course)","1.0","OSH-9080",
"Fitness for Duty - POCT Urine Drug Collector Training (Cost Course)","1.0","OSH-9081",
"Fix Loose Contamination using the Electric Airless Sprayer - Tornado Flex Hose Fogger","1.0","FD-1005",
"Flamable and Conbustable Liquids (Cost Course)","1","OSH-9043-ONLINE",
"Flamable and Conbustable Liquids (Cost Course)","1.0","OSH-9043-ONLINE",
"Floor Shaver Classroom Theory","1.0","WLD-107100-001",
"Flow, Level, and Pressure Sensors (Cost Course)","1","OPS-9011-ONLINE",
"Flow, Level, and Pressure Sensors (Cost Course)","1.0","OPS-9011-ONLINE",
"FMC - Abnormal Condition Response","1.0","FMC-104000-M-02",
"FMC - Access Control and Security","1.0","FMC-510640-M-01",
"FMC Building Emergency Procedures","1.0","FMC-3005",
"FMC - Criticality Safety and FM Control","1.0","FMC-123400-M-01",
"FMC - Facility Authorization","1.0","FMC-FA-OV",
"FME Awareness CRL","3","QUAL-1013-ONLINE",
"FME Awareness CRL","3.0","QUAL-1013-ONLINE",
"Forcible Entry Practical","1.0","FIRE-3064-CRL",
"Forcible Entry Theory","1.0","FIRE-1064-CRL",
"Forklift Safety for Non-Operators (Cost Course)","1","OSH-9064-ONLINE",
"Forklift Safety for Non-Operators (Cost Course)","1.0","OSH-9064-ONLINE",
"Frontier Program","1.0","SECU-3018",
"Front Line Leadership Industrial Supervisor (Cost Course)","1.0","TD-9008",
"Fuel Programme Project Managment","1.0","FPPD-1006",
"Fuel Rod Flask (FRF) General - MLD","1.0","NRU-151302-M-03",
"Fuel Rod Flask Main Cooling Circuit - MLD","1.0","NRU-151302-M-02",
"Functional Anatomy - How to Stretch Anything","1.0","OSH-1045",
"G1 Contractor Dress-Undress Procedure for Tyveks","1.0","RP-CONTRACTOR 2",
"Gamma Spectrometry Services for Waste Generators","1.0","WL-159",
"GC60, GBF, and HPNG Conduct of Operations, Part 1","1.0","S&T-1005",
"GC60, GBF, and HPNG Conduct of Operations, Part 2","1.0","S&T-1006",
"GDI1 and GDI2","1.0","TF-510220-OJTN-015",
"General Good Laboratory Practice (Cost Course)","1.0","RD-9009",
"General Troubleshooting Strategies (Cost Course)","1","OPS-9004-ONLINE",
"General Troubleshooting Strategies (Cost Course)","1.0","OPS-9004-ONLINE",
"Genie 2000 Refresher Training (Cost Course)","1.0","IT-9030",
"Geoprobe Model 540MT Operator","1.0","FD-1017",
"GET General Employee Training","1.0","TD-2000-WL",
"GFP Activity Monitoring Circuit - MLD","1.0","NRU-15-3-3",
"GFP Activity Monitoring Cooling Circuit","1.0","NRU-29-11",
"Good Laboratory Practice - General Training","1.0","S&T-1001",
"Good Laboratory Practices in Pharmaceutical Laboratory - Role and Responsibilities of Study Director (Cost Course)","1.0","RD-9005",
"GPS Equipment","1.0","WL-193",
"Grammar Refresher (Cost Course)","1.0","TD-9035",
"Ground Ladders Practical","1.0","FIRE-3066-CRL",
"Ground Ladders Theory","1.0","FIRE-1066-CRL",
"Ground Release Gaussian Plume Model","1.0","ENG-1027",
"Group 1 - Airborne Contamination Hazards Pt. A","1.0","RP-G1-029",
"Group 1 - Airborne Contamination Instruments","1.0","RP-G1-022",
"Group 1-Airborne Contamination Instruments-Tritium","1.0","RP-G1-023",
"Group 1 - ALARA","1.0","RP-G1-012",
"Group 1 - Biological Effects","1.0","RP-G1-009",
"Group 1 - Comprehensive Survey","1.0","RP-G1-031",
"Group 1 Contractor Evaluation","1.0","RP-CONTRACTOR 1",
"Group 1 Contractor Oral Board Review","1.0","RP-CONTRACTOR 4",
"Group 1 Contractor Practical Eval","1.0","RP-CONTRACTOR 5",
"Group 1 - Counting Errors and Statistics","1.0","RP-G1-015",
"Group 1 - Criticality Fundamentals","1.0","RP-G1-042",
"Group 1 - Documentation","1.0","RP-G1-002",
"Group 1 - Dose Quantities and Units","1.0","RP-G1-010",
"Group 1 - External Dosimetry","1.0","RP-G1-016",
"Group 1 - External Exposure Control","1.0","RP-G1-028",
"Group 1 - Final Comprehensive Exam","1.0","RP-G1-FINALEXAM",
"Group 1 Fume Hood Performance Testing and Radiological Use","1.0","RP-1006",
"Group 1 - Gamma Spectrometry","1.0","RP-G1-037",
"Group 1 - iCAM Instrumentation","1.0","RP-G1-036",
"Group 1 - Incident Response Principles","1.0","RP-G1-035",
"Group 1 - Interaction of Radiation with Matter","1.0","RP-G1-007",
"Group 1 - Internal Dosimetry","1.0","RP-G1-018",
"Group 1 - Internal Exposure Management Part B","1.0","RP-G1-030",
"Group 1 Ludlum 79 Instrument","1.0","RP-MISC-50-WL",
"Group 1 - Math Recap and Exam","1.0","RP-G1-039",
"Group 1 - Math Review","1.0","RP-G1-003",
"Group 1 - Modes of Exposure","1.0","RP-G1-008",
"Group 1 - Monitoring Systems","1.0","RP-G1-024",
"Group 1 - Nuclear Physics","1.0","RP-G1-005",
"Group 1 - Oral Board Review","1.0","RP-G1-QUAL",
"Group 1 - Organization and Activities","1.0","RP-G1-001",
"Group 1 - PAD System","1.0","RP-G1-017",
"Group 1 - Personnel Contamination","1.0","RP-G1-034",
"Group 1 - Physical Science","1.0","RP-G1-004",
"Group 1 - Portable Contamination Instruments Pt. B","1.0","RP-G1-021",
"Group 1 - Portable Survey Instruments","1.0","RP-G1-019",
"Group 1 - Radiation Detector Theory","1.0","RP-G1-014",
"Group 1 - Radiation Protection Standards","1.0","RP-G1-013",
"Group 1 - Radioactivity and Decay","1.0","RP-G1-040",
"Group 1 - Radioactivity and Radioactive Decay","1.0","RP-G1-006",
"Group 1 - Radiological Work Permits","1.0","RP-G1-038",
"Group 1 - Radiological Zoning","1.0","RP-G1-026",
"Group 1 - Response to Abnormal-Upset Conditions (R5)","1.0","RP-G1-REFRESHER-02",
"Group 1 - Response to Personnel Contamination and Log Requirements (R5)","1.0","RP-G1-REFRESHER-01",
"Group 1 - Sources of Radiation","1.0","RP-G1-011",
"Group 1-Stationary Contamination Instruments Pt. A","1.0","RP-G1-020",
"Group 1 - Transfer of Material","1.0","RP-G1-027",
"Group 1 - Transportation Accident","1.0","RP-G1-033",
"Group 1 - Tritium Instrumentation","1.0","RP-G1-041",
"Group 1 - WL Radiation Surveyor Routine Duties","1.0","WL-RP-OJT-002",
"Group 2 Contamination Monitor","1.0","RP-G2-CM",
"Group 2 - FCO WL","1.0","RP-G2FCO-WL",
"Group 2 - Fe-55 Self Protection Tests (SPT)","1.0","RP-G2-FE55-SPT",
"Group 2 Module 1 WL","1.0","RP-G2M1-WL",
"Group 2 - Module 2A WL","1.0","RP-G2M2A-WL",
"Group 2 - Module 2B WL","1.0","RP-G2M2B-WL",
"Group 2 - Neutron Module","1.0","RP-G2-NEUTRON",
"Group 2 Practical Field Checkout - Generic Facility-Laboratory","1.0","RP-G2-FCO",
"Group 2 Radiation Protection","1.0","RP-G2",
"Group 2 Radiation Protection Refresher","1.11","RP-G2-REFRESHER-ONLINE",
"Group 3 Practical Field Checkout","1.0","RP-G3-FCO",
"Group 3 Radiation Protection Refresher","1.5","RP-G3-REFRESHER-ONLINE",
"Group 3 - Radiation Protection Training","1.0","RP-G3",
"Group 3 - Refresher (R3)","1.0","RP-G3-REFRESHER",
"Group 4 WL","1.0","RP-G4-WL",
"Hand and Power Tools (Cost Course)","1","OSH-9044-ONLINE",
"Hand and Power Tools (Cost Course)","1.0","OSH-9044-ONLINE",
"Hand Power Tool Practical Training and Checkout","1.0","FD-3001",
"Hand Safety (Cost Course)","1","OSH-9045-ONLINE",
"Hand Safety (Cost Course)","1.0","OSH-9045-ONLINE",
"Hand Soldering to J-STD-001 (Cost Course)","1.0","FMR-9023",
"Hauling a Trailer at HWP","1.0","PHAI-1055",
"Hauling a Trailer - Practical Training","1.0","PHAI-3012",
"Hazardous Materials Awareness","1","FIRE-9004-ONLINE",
"Hazardous Materials Awareness","1.0","FIRE-9004-ONLINE",
"Hazardous Materials Operations (Cost Course)","1.0","FIRE-9005-CRL",
"Hazardous Waste Regulation 347 Training (Cost Course)","1.0","WMA-9005",
"Hazard Prevention (Cost Course)","1.0","OSH-9107",
"Hazard Prevention Program","1.5","OSH-1034-ONLINE",
"Hazmat - Chemical and Physical Properties","1.0","FIRE-1069-CRL",
"Hazmat Chemistry and Hazards of Hazmat and WMD","1.0","FIRE-1070-CRL",
"Hazmat - Container Identification, Design and Construction","1.0","FIRE-1076-CRL",
"Hazmat - Decontamination","1.0","FIRE-1075-CRL",
"Hazmat - Demobilization and Termination","1.0","FIRE-1078-CRL",
"Hazmat - Detection and Monitoring","1.0","FIRE-1073-CRL",
"Hazmat - Exposure Assessment and Toxicology","1.0","FIRE-1071-CRL",
"Hazmat - Hazard and Response Information","1.0","FIRE-1072-CRL",
"Hazmat - Introduction and Review","1.0","FIRE-1067-CRL",
"Hazmat - Personal Protective Equipment","1.0","FIRE-1074-CRL",
"Hazmat - Product Control","1.0","FIRE-1077-CRL",
"Hazmat - Scene Management","1.0","FIRE-1068-CRL",
"Hazwoper Refresher","1.0","PHAI-1015",
"Hazwoper Training (Cost Course)","1.0","DWM-9003",
"Hearing Conservation (Cost Course)","1","OSH-9046-ONLINE",
"Hearing Conservation (Cost Course)","1.0","OSH-9046-ONLINE",
"Heat Exchanger Basics (Cost Course)","1","OPS-9030-ONLINE",
"Heat Exchanger Basics (Cost Course)","1.0","OPS-9030-ONLINE",
"Heat Stress","1","OSH-1046-ONLINE",
"Heat Stress","1.0","OSH-1046-ONLINE",
"Heat Stress Symptoms and Prevention (Cost Course)","1","OSH-9097-ONLINE",
"Heat Stress Symptoms and Prevention (Cost Course)","1.0","OSH-9097-ONLINE",
"Heavy Equipment Safety Introduction (Cost Course)","1","OSH-9047-ONLINE",
"Heavy Equipment Safety Introduction (Cost Course)","1.0","OSH-9047-ONLINE",
"Heavy Equipment Visability (Cost Course)","1","OSH-9048-ONLINE",
"Heavy Equipment Visability (Cost Course)","1.0","OSH-9048-ONLINE",
"Heavy Water Evaporator - MLD","1.0","NRU-15-6-2",
"Heavy Water Purification and Level Control - MLD","1.0","NRU-15-3",
"Helium Purification System - MLD","1.0","NRU-151601-M-02",
"HEPA Vacuum","1.0","WL-103",
"High and Low Vehicle Stops","1.0","SECU-1052",
"HILTI Adhesive Anchor Installer (Cost Course)","1.0","MAINT-9027",
"Hilti DG-150 Concrete Grinder - Practical","1.0","FD-3010",
"Hilti Profis Engineering Software Awareness Workshop (Cost Course)","1.0","ENG-9015",
"Hi Scan X-Ray Inspection Unit","1.0","SECU-3008",
"Historic Waste Program Management Office, Safety and COVID-19 Site Familiarization","1.1","PHAI-1064-ONLINE",
"Hoisting and Rigging Equipment Inspection","1.0","OSH-1040-A",
"Hot Cells and Auxilliary Equipment for WLSF","1.0","WLSF-MLD-006",
"Hot Metal Cutting Processes (Cost Course)","1","OSH-9093-ONLINE",
"Hot Metal Cutting Processes (Cost Course)","1.0","OSH-9093-ONLINE",
"Hot Work Assessor","1.0","FIRE-1079-CW",
"Hot Work Safety (Cost Course)","1","OSH-9049-ONLINE",
"Hot Work Safety (Cost Course)","1.0","OSH-9049-ONLINE",
"How to Write Effective Design Requirements","1.0","ENG-1030",
"HP Qualification Checklist","1","RP-5001-CRL",
"HP Qualification Checklist","1.0","RP-5001-CRL",
"HU Behaviour - Reducing Risk Tolerance","1.0","HU-1037",
"[Human] Being an Instructor - Fulfilling the Needs of the Adult Learner","1.0","TD-1047",
"Human Performance and Event Free Tools Line Led Refresher","1.0","HU-2001",
"Human Performance Awareness - Fundamentals and Nuclear Safety Culture","1.0","HU-1038",
"Human Performance for EOC","1.0","HU-1034",
"Human Performance Leaders in the Field (LIFT)","1.0","HU-1039",
"HWP, Contractor IWC Overview","1.0","PHAI-1051",
"HWP COVID-19 Awareness for Port Hope","1.1","PHAI-1125-ONLINE",
"HWP Field Oversight Awareness","1.0","PHAI-1016",
"HWP, Managing the Contractor - Project Delivery Training","1.0","PHAI-1025",
"Hydraulic Capsule Facility - MLD","1.0","NRU-12-1",
"Hydraulic Elevating Fifth Wheel Operations","1.0","OSH-1049",
"Hydraulic System Valves and Components (Cost Course)","1","OPS-9017-ONLINE",
"Hydraulic System Valves and Components (Cost Course)","1.0","OPS-9017-ONLINE",
"Hydrogen Sulfide Awareness (Cost Course)","1","OSH-9077-ONLINE",
"Hydrogen Sulfide Awareness (Cost Course)","1.0","OSH-9077-ONLINE",
"Hydro GeoAnalyst 8.0 (Cost Course)","1.0","IT-9033",
"Hydro One - Third Party Switching (Cost Course)","1.0","OSH-9072",
"Identifying Structures, Systems and Components Important to Safety 900-508770-FID-006","1.0","ENG-1070",
"IFE Tile Hole Removal Using WMO F-055 Flask - JITT","1.0","WMA-1013",
"Immediate Rapid Deployment Refresher","1.0","SECU-2049",
"Improvised Explosive Devices - CNSC REGDOC 2.12.1 Topic 17","1.0","ESO-SECU-010",
"IMS-100 Introduction to Incident Management System Online (EMO)","1","EMP-9002-ONLINE",
"IMS-100 Introduction to Incident Management System Online (EMO)","1.0","EMP-9002-ONLINE",
"IMS 200 - Basic","1.0","EMP-1032",
"Incident Management 100","1","FIRE-9006-ONLINE",
"Incident Management 100","1.0","FIRE-9006-ONLINE",
"Industrial Housekeeping (Cost Course)","1","PI-9012-ONLINE",
"Industrial Housekeeping (Cost Course)","1.0","PI-9012-ONLINE",
"Industrial Piping (Cost Course)","1.0","ENG-9021",
"Industrial Ventilation Training","1.0","TD-9033",
"Influential Communications Essentials (Cost Course)","1.0","TD-9005",
"Inspection of Metal and Metallic Alloys End-Closure Welding","1.0","RD-3017",
"Install and Bend Conduit OJT","1.0","172-510220-OJTN-002",
"Integrated Emergency Response Table Top Exercise","1.0","EMP-3024",
"Integrated Work Control","1.0","WL-308",
"Integrated Work Control 5 Core Elements","1.0","MS-1004-WL",
"Integrated Work Control - Enhanced","1.0","MS-1002",
"Integrated Work Control for Workers","1.0","MS-1003",
"Integrated Work Control Practical Application","1.0","MS-3001",
"Integrated Work Control Practical Applications Exam","1.2","MS-3001-ONLINE",
"Intelligence Briefing","1.0","SECU-1009",
"Intelligence Briefing - CNSC REGDOC 2.12.1 Topic 3","1.0","ESO-SECU-005",
"Intermediate-Level Liquid Waste System for WLSF","1.0","WLSF-MLD-009",
"International Leadership Training","1.0","WL-303",
"Intranet Content Management System (CMS) � Working Session","1.0","COMM-3001",
"Intranet Content Mgmt. System (CMS) - Intro","1.0","COMM-1002",
"Introducing the ImpAct Process at CNL","1.4","OPEX-1005-ONLINE",
"Introduction to ATOM","1.0","IT-1029",
"Introduction to Design Engineering","1.0","ENG-1009",
"Introduction to DevonWay Business Intelligence Reporting (Cost Course)","1.0","OPEX-9002",
"Introduction to Explosives","1.0","SECU-1021",
"Introduction to Explosives - CNSC REGDOC 2.12.1 Topic 16","1.0","ESO-SECU-009",
"Introduction to Hazard and Risk Management  (Cost Course)","1.0","PHAI-9006D",
"Introduction to HVAC Design - Controls","1.0","ENG-1037",
"Introduction to HVAC Design - Duct Work Sizing, Diffusers and grille selections","1.0","ENG-1034",
"Introduction to HVAC Design -  DX cooling and chilled water systems","1.0","ENG-1035",
"Introduction to HVAC Design - Fresh Air and Exhaust Louvres, Duct Work Sizing","1.0","ENG-1033",
"Introduction to HVAC Design - Heating and Cooling Loads part 1","1.0","ENG-1031",
"Introduction to HVAC Design - Heating and Cooling Loads part 2","1.0","ENG-1032",
"Introduction to HVAC Design - Pipe Sizing, Control Valve and Pump Selections","1.0","ENG-1036",
"Introduction to Teams","1.0","IT-1035",
"Intro to Earned Value Management and Month-End Reporting (PHAI)","1.0","PHAI-1054",
"Intro to Fire Dynamics Simulator - Pyrosim (Cost Course)","1.0","FIRE-9010",
"Investigations","1.0","SECU-1018",
"ION Scan Explosive Detection System","1.0","SECU-3006",
"ISO 14001 - 2015 Essentials (Cost Course)","1.0","MS-9002",
"ISO 14001 - 2015 Training (Cost Course)","1.0","QUAL-9024",
"ISO 9000 (Cost Course)","1","PI-9021-ONLINE",
"ISO 9000 (Cost Course)","1.0","PI-9021-ONLINE",
"ISO 9001 - Lead Auditor Training (Cost Course)","1.0","QUAL-9011",
"ISOCS TRAINING (Cost Course)","1.0","WL-160",
"ISO - IEC 17025 - 2017 Training (Cost Course)","1.0","QUAL-9015",
"It doesn't have to be a lecture - Instructional Strategies and Techniques","1.0","TD-1041",
"ITIL Overview (Cost Course)","1.0","IT-9052",
"Jazzy Introductions and Ice Breakers","1.0","TD-1040",
"Job Performance Requirements (JPR's)","1.0","FIRE-3171-CRL",
"Job Safety Analysis","1.0","WL-307",
"John Deere 210GLC Excavator Safety (Practical)","1.0","WL-150-GP",
"John Deere 210GLC Excavator Safety (Theory)","1.0","WL-150",
"Kepner-Tregoe Analytic Trouble Shooting","1.0","PI-1003",
"L3 Automated Checkpoint X-Ray","1.0","SECU-3011",
"LabVIEW Core 1 (Cost Course)","1.0","IT-9014",
"LabVIEW Core 2 (Cost Course)","1.0","IT-9015",
"Labworks LIMS Administrator Training for ACB (Cost Course)","1.0","RD-9002",
"Ladder Safety","1.3","OSH-1033-ONLINE",
"Land Use Program Assessment","1.0","ERM-1003",
"Land Use Program (LUP) Awareness","1.0","ERM-1002",
"Laser Alignment (Cost Course)","1.0","FMR-X-0070",
"Laser Safety Awareness","2","OSH-1031-ONLINE",
"Laser Safety Awareness","2.0","OSH-1031-ONLINE",
"Laser Safety Officer (Cost Course)","1.0","RD-9011",
"Laser Safety Training (Cost Course)","1.0","RD-9006",
"Lead Awareness (Cost Course)","1","OSH-9050-ONLINE",
"Lead Awareness (Cost Course)","1.0","OSH-9050-ONLINE",
"Lead Based Paint Safety (Cost Course)","1","OSH-9051-ONLINE",
"Lead Based Paint Safety (Cost Course)","1.0","OSH-9051-ONLINE",
"Leadership in Emergencies at HWP","1.0","PHAI-1026",
"Lead (Pb) Hazards and Control Awareness","1.0","OSH-1027",
"Leak Detection - MLD","1.0","NRU-151501-M-01",
"Leak Testing for Engineers (Cost Course)","1.0","ENG- 9011",
"Legal Authority","1.0","SECU-1013",
"Legal Overview (Supply Chain Workshop I)","1.0","PROC-1014",
"Less-Lethal Extended Range Options","1.0","SECU-1040",
"Less-Lethal Extended Range Options Refresher","1.0","SECU-2040",
"Level 2 - O2 Practice (Cost Course)","1.0","ENG-9006",
"Level 3 - O2 Design (Cost Course)","1.0","ENG-9007",
"Level 4 - O2 Analyze (Cost Course)","1.0","ENG-9008",
"LIFEPAK 15 Maintenance and Use","1.0","FIRE-3173-CRL",
"Lift Truck Operation Theory","1.5","OSH-1002-ONLINE",
"Lift Truck Operation Train the Trainer (Cost Course)","1.0","OSH-9008",
"Lift Truck Practical - Counter Balance","1.0","OSH-3002-C",
"Lift Truck Practical - Non-Electric Pallet Jack and Material Lift","1.0","OSH-3002-D",
"Line Breaking Safety (Cost Course)","1","OSH-9052-ONLINE",
"Line Breaking Safety (Cost Course)","1.0","OSH-9052-ONLINE",
"Liquid Waste Evaporator","1.0","WTC-106450-M-01",
"LLLW System (WLSF-104711-OJTN-003)","1.0","WLSF-OJT-008A",
"Load Securement (Cost Course)","1.0","FMR-9007",
"Lock Out - Tag Out","1.0","OSH-1004",
"Lock Out - Tag Out (Virtual)","1.0","OSH-1004-VIRTUAL",
"Lock Out-Tag Out, Working at Heights, and Pre-Job Brief Refresher for WWTP�s","1.0","PHAI-2001",
"Lokring Installer (Cost Course)","1.0","MAINT-9001",
"Loop Liner Cooling System - MLD","1.0","NRU-151501-M-02",
"Loops Catch Tank System - MLD","1.0","NRU-60-2",
"Loss Control Practical","1.0","FIRE-3103-CRL",
"Loss Control - Theory","1.0","FIRE-1103-CRL",
"LOTO Operating Instruction","1.0","TR-OI-069-WL",
"Low Level Liquid Waste Treatment System B100-B300","1.0","WLSF-MLD-015",
"Lubricants and Oils (Cost Course)","1","OPS-9012-ONLINE",
"Lubricants and Oils (Cost Course)","1.0","OPS-9012-ONLINE",
"Lubrication Basics (Cost Course)","1","OPS-9013-ONLINE",
"Lubrication Basics (Cost Course)","1.0","OPS-9013-ONLINE",
"Ludlum Model 2360 with 43-93 Detector Alpha-Beta Contamination Instrument","1.0","RP-1012-CRL",
"Ludlum Vehicle Monitor for HPs","1.0","WL-145",
"Ludlum Vehicle Monitor for Security","1.0","WL-200",
"Ludlum Vehicle Monitor for Surveyors","1.0","WL-146",
"Ludlum Vehicle Monitor Function and Source Check","1.0","WL-OJT-025",
"Main Gate","1.0","SECU-4010",
"Management System Basics Workshop","1.0","MS-1001",
"Manager Preperation Training","1.0","TD-1037",
"Managing Alcohol and Drug Use","1.0","HR-1004",
"Managing Chaos: Tools to Set Priorities and Make Decisions Under Pressure (Cost Course)","1.0","TD-9046",
"Managing Documents in Content Server (Cost Course)","1.0","IT-9034",
"Managing GMP Quality Control (QC) Laboratories in Compliance with latest Requirements (Cost Course)","1.0","QUAL-9052",
"Mandatory Harassment and Violence Prevention Training","1.0","HR-1005",
"Manipulator Training (Cost Course)","1.0","MAINT-9024",
"Marine Radio with DSC Certification (Cost Course)","1.0","PHAI-9001",
"Mass Spectrometer Leak Testing Level I-II (Cost Course)","1.0","QUAL-9045",
"Material Control","1.0","SECU-1057",
"Measurement - Temperature, Force, and Fluid Properties (Cost Course)","1","OPS-9010-ONLINE",
"Measurement - Temperature, Force, and Fluid Properties (Cost Course)","1.0","OPS-9010-ONLINE",
"Mechanical Thermal and SpaceClaim (Cost Course)","1.0","RD-9003",
"Meeting Customer Expectations (Cost Course)","1","PI-9004-ONLINE",
"Meeting Customer Expectations (Cost Course)","1.0","PI-9004-ONLINE",
"Mental Health First Aid (Cost Course)","1.0","OSH-9103",
"Mental Health First Aid Training (Cost Course)","1.0","OSH-9030",
"Mental Health First Aid - WL","1.0","WL-119",
"Mental Health in the Workplace for People Leaders (Cost Course)","1.0","OSH-9025",
"Mental Health Overview (Cost Course)","1.0","OSH-9012",
"Mercury Vapour Analysis using a Jerome J505","1.0","WMA-3002",
"Metal Detection","1.0","SECU-3007",
"Metal Fabrication (Cost Course)","1","OSH-9090-ONLINE",
"Metal Fabrication (Cost Course)","1.0","OSH-9090-ONLINE",
"Metals Identifying Steel and Iron (Cost Course)","1","OSH-9091-ONLINE",
"Metals Identifying Steel and Iron (Cost Course)","1.0","OSH-9091-ONLINE",
"Metals Physical Properties and Types (Cost Course)","1","OSH-9092-ONLINE",
"Metals Physical Properties and Types (Cost Course)","1.0","OSH-9092-ONLINE",
"Microshield Fundamentals","1.0","PHAI-1050",
"MicroShield Software (Cost Course)","1.0","RP-9010",
